Date (WET),BELGIUM (BE),FRANCE (FR),GREAT BRITAIN (GB),GREAT BRITAIN (GB - NORDPOOL),ISEM (ISEM),NETHERLANDS (NL),NORWAY (NO2 - SDAC AUCTION),NORWAY (NO2 - NSL AUCTION)
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[05/04/2020 20:00],19.27,15.35,29.30,29.30,25.69,28.40,4.05,
[05/04/2020 20:30],19.27,15.35,29.30,29.30,25.69,28.40,4.05,
[05/04/2020 21:00],10.97,10.82,11.27,11.27,10.74,11.61,4.01,
[05/04/2020 21:30],10.97,10.82,11.27,11.27,10.74,11.61,4.01,
[05/04/2020 22:00],8.78,8.81,9.03,9.03,0.00,10.57,3.81,
[05/04/2020 22:30],8.78,8.81,9.03,9.03,0.00,10.57,3.81,
[05/04/2020 23:00],5.94,6.24,6.10,6.10,-5.01,6.28,3.64,
[05/04/2020 23:30],5.94,6.24,6.10,6.10,-5.01,6.28,3.64,
[06/04/2020 00:00],3.44,4.04,3.36,3.36,-0.88,3.63,3.51,
[06/04/2020 00:30],3.44,4.04,3.36,3.36,-0.88,3.63,3.51,
[06/04/2020 01:00],5.58,5.58,5.42,5.42,-0.97,5.58,3.56,
[06/04/2020 01:30],5.58,5.58,5.42,5.42,-0.97,5.58,3.56,
[06/04/2020 02:00],3.26,3.26,3.16,3.16,-0.88,3.26,3.26,
[06/04/2020 02:30],3.26,3.26,3.16,3.16,-0.88,3.26,3.26,
[06/04/2020 03:00],3.22,3.22,3.13,3.13,0.00,3.22,3.22,
[06/04/2020 03:30],3.22,3.22,3.13,3.13,0.00,3.22,3.22,
[06/04/2020 04:00],4.38,4.38,4.28,4.28,0.00,4.39,3.85,
[06/04/2020 04:30],4.38,4.38,4.28,4.28,0.00,4.39,3.85,
[06/04/2020 05:00],10.19,10.08,9.94,9.94,4.41,10.28,4.11,
[06/04/2020 05:30],10.19,10.08,9.94,9.94,4.41,10.28,4.11,
[06/04/2020 06:00],14.24,11.04,17.95,17.95,17.11,18.47,4.17,
[06/04/2020 06:30],14.24,11.04,17.95,17.95,17.11,18.47,4.17,
[06/04/2020 07:00],17.27,16.17,19.41,19.41,19.88,18.81,4.25,
[06/04/2020 07:30],17.27,16.17,19.41,19.41,19.88,18.81,4.25,
[06/04/2020 08:00],16.48,16.48,27.00,27.00,24.50,16.48,4.22,
[06/04/2020 08:30],16.48,16.48,27.00,27.00,24.50,16.48,4.22,
[06/04/2020 09:00],12.77,12.74,28.00,28.00,18.56,12.80,4.16,
[06/04/2020 09:30],12.77,12.74,28.00,28.00,18.56,12.80,4.16,
[06/04/2020 10:00],9.85,9.85,22.00,22.00,18.59,9.96,4.06,
[06/04/2020 10:30],9.85,9.85,22.00,22.00,18.59,9.96,4.06,
[06/04/2020 11:00],12.34,12.34,20.00,20.00,19.06,12.34,4.01,
[06/04/2020 11:30],12.34,12.34,20.00,20.00,19.06,12.34,4.01,
[06/04/2020 12:00],9.28,9.28,28.80,28.80,24.29,9.28,3.99,
[06/04/2020 12:30],9.28,9.28,28.80,28.80,24.29,9.28,3.99,
[06/04/2020 13:00],8.80,8.80,25.71,25.71,24.50,8.80,3.90,
[06/04/2020 13:30],8.80,8.80,25.71,25.71,24.50,8.80,3.90,
[06/04/2020 14:00],10.41,10.41,26.08,26.08,24.27,10.41,3.84,
[06/04/2020 14:30],10.41,10.41,26.08,26.08,24.27,10.41,3.84,
[06/04/2020 15:00],13.05,13.05,23.72,23.72,19.38,13.05,3.81,
[06/04/2020 15:30],13.05,13.05,23.72,23.72,19.38,13.05,3.81,
[06/04/2020 16:00],14.07,10.89,31.90,31.90,23.94,18.38,3.86,
[06/04/2020 16:30],14.07,10.89,31.90,31.90,23.94,18.38,3.86,
[06/04/2020 17:00],18.66,13.24,27.97,27.97,27.31,25.87,3.87,
[06/04/2020 17:30],18.66,13.24,27.97,27.97,27.31,25.87,3.87,
[06/04/2020 18:00],23.18,13.92,38.00,38.00,36.22,36.24,3.90,
[06/04/2020 18:30],23.18,13.92,38.00,38.00,36.22,36.24,3.90,
[06/04/2020 19:00],24.02,14.35,41.20,41.20,39.27,37.90,3.94,
[06/04/2020 19:30],24.02,14.35,41.20,41.20,39.27,37.90,3.94,
[06/04/2020 20:00],20.41,16.32,43.32,43.32,41.30,26.31,3.92,
[06/04/2020 20:30],20.41,16.32,43.32,43.32,41.30,26.31,3.92,
[06/04/2020 21:00],21.40,18.88,35.90,35.90,36.10,24.97,3.77,
[06/04/2020 21:30],21.40,18.88,35.90,35.90,36.10,24.97,3.77,
[06/04/2020 22:00],21.27,21.27,29.80,29.80,29.10,21.27,3.56,
[06/04/2020 22:30],21.27,21.27,29.80,29.80,29.10,21.27,3.56,
[06/04/2020 23:00],17.64,17.64,33.80,33.80,40.63,17.64,3.39,
[06/04/2020 23:30],17.64,17.64,33.80,33.80,40.63,17.64,3.39,
[07/04/2020 00:00],17.12,16.80,30.50,30.50,32.00,17.55,3.34,
[07/04/2020 00:30],17.12,16.80,30.50,30.50,32.00,17.55,3.34,
[07/04/2020 01:00],16.80,15.74,30.60,30.60,32.10,18.13,3.33,
[07/04/2020 01:30],16.80,15.74,30.60,30.60,32.10,18.13,3.33,
[07/04/2020 02:00],15.78,14.08,31.40,31.40,32.94,17.96,3.43,
[07/04/2020 02:30],15.78,14.08,31.40,31.40,32.94,17.96,3.43,
[07/04/2020 03:00],16.52,14.59,30.06,30.06,30.79,18.98,3.54,
[07/04/2020 03:30],16.52,14.59,30.06,30.06,30.79,18.98,3.54,
[07/04/2020 04:00],16.39,12.94,29.00,29.00,29.70,20.81,3.73,
[07/04/2020 04:30],16.39,12.94,29.00,29.00,29.70,20.81,3.73,
[07/04/2020 05:00],21.34,16.34,29.40,29.40,30.11,27.81,4.17,
[07/04/2020 05:30],21.34,16.34,29.40,29.40,30.11,27.81,4.17,
[07/04/2020 06:00],23.34,17.84,33.69,33.69,34.51,30.30,4.22,
[07/04/2020 06:30],23.34,17.84,33.69,33.69,34.51,30.30,4.22,
[07/04/2020 07:00],24.08,20.41,38.39,38.39,39.32,27.70,4.30,
[07/04/2020 07:30],24.08,20.41,38.39,38.39,39.32,27.70,4.30,
[07/04/2020 08:00],20.93,20.93,40.31,40.31,42.29,20.93,4.27,
[07/04/2020 08:30],20.93,20.93,40.31,40.31,42.29,20.93,4.27,
[07/04/2020 09:00],15.32,14.09,34.00,34.00,35.67,16.73,4.21,
[07/04/2020 09:30],15.32,14.09,34.00,34.00,35.67,16.73,4.21,
[07/04/2020 10:00],14.50,13.40,26.27,26.27,27.56,15.75,4.13,
[07/04/2020 10:30],14.50,13.40,26.27,26.27,27.56,15.75,4.13,
[07/04/2020 11:00],15.52,15.52,24.85,24.85,25.45,15.52,4.10,
[07/04/2020 11:30],15.52,15.52,24.85,24.85,25.45,15.52,4.10,
[07/04/2020 12:00],11.96,11.96,21.68,21.68,22.20,11.96,4.05,
[07/04/2020 12:30],11.96,11.96,21.68,21.68,22.20,11.96,4.05,
[07/04/2020 13:00],11.40,11.40,13.75,13.75,14.09,11.40,4.02,
[07/04/2020 13:30],11.40,11.40,13.75,13.75,14.09,11.40,4.02,
[07/04/2020 14:00],12.10,10.89,13.71,13.71,14.04,13.40,4.02,
[07/04/2020 14:30],12.10,10.89,13.71,13.71,14.04,13.40,4.02,
[07/04/2020 15:00],12.50,10.36,14.00,14.00,14.34,13.68,4.02,
[07/04/2020 15:30],12.50,10.36,14.00,14.00,14.34,13.68,4.02,
[07/04/2020 16:00],15.30,11.81,19.71,19.71,18.79,19.61,3.92,
[07/04/2020 16:30],15.30,11.81,19.71,19.71,18.79,19.61,3.92,
[07/04/2020 17:00],19.25,13.11,28.08,28.08,28.76,26.70,4.00,
[07/04/2020 17:30],19.25,13.11,28.08,28.08,28.76,26.70,4.00,
[07/04/2020 18:00],23.41,14.44,35.29,35.29,36.14,34.50,4.07,
[07/04/2020 18:30],23.41,14.44,35.29,35.29,36.14,34.50,4.07,
[07/04/2020 19:00],23.85,16.55,39.99,39.99,40.96,33.00,4.10,
[07/04/2020 19:30],23.85,16.55,39.99,39.99,40.96,33.00,4.10,
[07/04/2020 20:00],19.49,11.55,40.98,40.98,41.97,24.24,4.02,
[07/04/2020 20:30],19.49,11.55,40.98,40.98,41.97,24.24,4.02,
[07/04/2020 21:00],18.53,16.73,32.64,32.64,33.43,20.79,3.97,
[07/04/2020 21:30],18.53,16.73,32.64,32.64,33.43,20.79,3.97,
[07/04/2020 22:00],16.85,16.85,29.14,29.14,29.84,16.85,3.69,
[07/04/2020 22:30],16.85,16.85,29.14,29.14,29.84,16.85,3.69,
[07/04/2020 23:00],16.99,15.74,25.18,25.18,25.79,18.53,3.87,
[07/04/2020 23:30],16.99,15.74,25.18,25.18,25.79,18.53,3.87,
[08/04/2020 00:00],16.93,16.03,23.50,23.50,24.65,18.02,3.76,
[08/04/2020 00:30],16.93,16.03,23.50,23.50,24.65,18.02,3.76,
[08/04/2020 01:00],14.38,12.24,25.05,25.05,25.57,16.97,3.68,
[08/04/2020 01:30],14.38,12.24,25.05,25.05,25.57,16.97,3.68,
[08/04/2020 02:00],14.38,12.14,25.15,25.15,25.76,17.08,3.69,
[08/04/2020 02:30],14.38,12.14,25.15,25.15,25.76,17.08,3.69,
[08/04/2020 03:00],14.00,11.31,26.10,26.10,26.73,17.22,3.76,
[08/04/2020 03:30],14.00,11.31,26.10,26.10,26.73,17.22,3.76,
[08/04/2020 04:00],14.94,10.99,27.02,27.02,27.67,19.66,3.97,
[08/04/2020 04:30],14.94,10.99,27.02,27.02,27.67,19.66,3.97,
[08/04/2020 05:00],17.55,11.72,30.00,30.00,30.46,24.63,4.19,
[08/04/2020 05:30],17.55,11.72,30.00,30.00,30.46,24.63,4.19,
[08/04/2020 06:00],19.25,13.18,33.02,33.02,31.10,26.06,4.29,
[08/04/2020 06:30],19.25,13.18,33.02,33.02,31.10,26.06,4.29,
[08/04/2020 07:00],29.87,17.46,30.81,30.81,32.72,28.34,4.35,
[08/04/2020 07:30],29.87,17.46,30.81,30.81,32.72,28.34,4.35,
[08/04/2020 08:00],17.45,13.32,38.00,38.00,39.87,22.08,4.33,
[08/04/2020 08:30],17.45,13.32,38.00,38.00,39.87,22.08,4.33,
[08/04/2020 09:00],15.64,12.73,37.82,37.82,39.68,18.87,4.31,
[08/04/2020 09:30],15.64,12.73,37.82,37.82,39.68,18.87,4.31,
[08/04/2020 10:00],14.36,10.62,31.70,31.70,36.12,18.52,4.25,
[08/04/2020 10:30],14.36,10.62,31.70,31.70,36.12,18.52,4.25,
[08/04/2020 11:00],15.72,14.89,27.80,27.80,35.17,16.57,4.19,
[08/04/2020 11:30],15.72,14.89,27.80,27.80,35.17,16.57,4.19,
[08/04/2020 12:00],14.36,13.24,26.10,26.10,35.17,15.58,4.08,
[08/04/2020 12:30],14.36,13.24,26.10,26.10,35.17,15.58,4.08,
[08/04/2020 13:00],13.35,11.67,24.04,24.04,34.41,15.18,4.02,
[08/04/2020 13:30],13.35,11.67,24.04,24.04,34.41,15.18,4.02,
[08/04/2020 14:00],13.76,11.01,22.06,22.06,30.92,16.76,3.97,
[08/04/2020 14:30],13.76,11.01,22.06,22.06,30.92,16.76,3.97,
[08/04/2020 15:00],13.78,9.85,21.94,21.94,33.59,18.30,3.95,
[08/04/2020 15:30],13.78,9.85,21.94,21.94,33.59,18.30,3.95,
[08/04/2020 16:00],14.99,9.38,22.47,22.47,36.12,21.69,3.96,
[08/04/2020 16:30],14.99,9.38,22.47,22.47,36.12,21.69,3.96,
[08/04/2020 17:00],20.40,12.78,34.91,34.91,47.27,29.50,3.95,
[08/04/2020 17:30],20.40,12.78,34.91,34.91,47.27,29.50,3.95,
[08/04/2020 18:00],26.73,15.01,42.35,42.35,47.27,40.89,4.00,
[08/04/2020 18:30],26.73,15.01,42.35,42.35,47.27,40.89,4.00,
[08/04/2020 19:00],27.47,15.58,43.41,43.41,47.27,41.91,4.05,
[08/04/2020 19:30],27.47,15.58,43.41,43.41,47.27,41.91,4.05,
[08/04/2020 20:00],27.65,14.20,43.29,43.29,45.85,34.25,3.98,
[08/04/2020 20:30],27.65,14.20,43.29,43.29,45.85,34.25,3.98,
[08/04/2020 21:00],22.98,15.69,35.70,35.70,38.79,27.56,3.82,
[08/04/2020 21:30],22.98,15.69,35.70,35.70,38.79,27.56,3.82,
[08/04/2020 22:00],21.12,19.05,29.60,29.60,31.05,23.66,3.60,
[08/04/2020 22:30],21.12,19.05,29.60,29.60,31.05,23.66,3.60,
[08/04/2020 23:00],19.88,19.88,34.07,34.07,34.89,19.88,3.73,
[08/04/2020 23:30],19.88,19.88,34.07,34.07,34.89,19.88,3.73,
[09/04/2020 00:00],18.69,18.69,26.90,26.90,29.07,18.69,3.66,
[09/04/2020 00:30],18.69,18.69,26.90,26.90,29.07,18.69,3.66,
[09/04/2020 01:00],18.49,18.49,26.80,26.80,28.12,18.49,3.62,
[09/04/2020 01:30],18.49,18.49,26.80,26.80,28.12,18.49,3.62,
[09/04/2020 02:00],18.33,18.33,26.30,26.30,27.59,18.33,3.66,
[09/04/2020 02:30],18.33,18.33,26.30,26.30,27.59,18.33,3.66,
[09/04/2020 03:00],16.26,15.21,23.20,23.20,25.81,17.76,3.78,
[09/04/2020 03:30],16.26,15.21,23.20,23.20,25.81,17.76,3.78,
[09/04/2020 04:00],16.02,13.67,22.03,22.03,25.81,19.57,4.03,
[09/04/2020 04:30],16.02,13.67,22.03,22.03,25.81,19.57,4.03,
[09/04/2020 05:00],18.65,15.24,24.28,24.28,25.81,23.42,4.18,
[09/04/2020 05:30],18.65,15.24,24.28,24.28,25.81,23.42,4.18,
[09/04/2020 06:00],20.73,17.05,28.50,28.50,27.71,26.05,4.25,
[09/04/2020 06:30],20.73,17.05,28.50,28.50,27.71,26.05,4.25,
[09/04/2020 07:00],29.47,19.88,32.98,32.98,33.78,29.47,4.29,
[09/04/2020 07:30],29.47,19.88,32.98,32.98,33.78,29.47,4.29,
[09/04/2020 08:00],19.47,17.61,36.00,36.00,37.25,21.84,4.27,
[09/04/2020 08:30],19.47,17.61,36.00,36.00,37.25,21.84,4.27,
[09/04/2020 09:00],17.34,15.69,33.00,33.00,34.62,19.43,4.26,
[09/04/2020 09:30],17.34,15.69,33.00,33.00,34.62,19.43,4.26,
[09/04/2020 10:00],16.29,14.60,28.00,28.00,29.99,18.27,4.14,
[09/04/2020 10:30],16.29,14.60,28.00,28.00,29.99,18.27,4.14,
[09/04/2020 11:00],17.03,17.03,31.00,31.00,31.91,17.03,4.07,
[09/04/2020 11:30],17.03,17.03,31.00,31.00,31.91,17.03,4.07,
[09/04/2020 12:00],14.11,13.29,29.96,29.96,30.69,15.02,4.01,
[09/04/2020 12:30],14.11,13.29,29.96,29.96,30.69,15.02,4.01,
[09/04/2020 13:00],11.43,11.42,23.53,23.53,24.69,11.45,3.95,
[09/04/2020 13:30],11.43,11.42,23.53,23.53,24.69,11.45,3.95,
[09/04/2020 14:00],12.34,10.87,21.99,21.99,23.07,14.10,3.89,
[09/04/2020 14:30],12.34,10.87,21.99,21.99,23.07,14.10,3.89,
[09/04/2020 15:00],12.60,10.40,19.33,19.33,20.28,15.23,3.94,
[09/04/2020 15:30],12.60,10.40,19.33,19.33,20.28,15.23,3.94,
[09/04/2020 16:00],14.73,10.81,22.91,22.91,24.04,19.59,4.10,
[09/04/2020 16:30],14.73,10.81,22.91,22.91,24.04,19.59,4.10,
[09/04/2020 17:00],17.82,14.05,29.90,29.90,30.62,22.73,4.17,
[09/04/2020 17:30],17.82,14.05,29.90,29.90,30.62,22.73,4.17,
[09/04/2020 18:00],20.12,14.88,35.01,35.01,35.85,27.12,4.23,
[09/04/2020 18:30],20.12,14.88,35.01,35.01,35.85,27.12,4.23,
[09/04/2020 19:00],20.31,14.93,34.07,34.07,34.89,27.57,4.29,
[09/04/2020 19:30],20.31,14.93,34.07,34.07,34.89,27.57,4.29,
[09/04/2020 20:00],17.50,10.95,34.00,34.00,34.82,26.31,4.32,
[09/04/2020 20:30],17.50,10.95,34.00,34.00,34.82,26.31,4.32,
[09/04/2020 21:00],18.06,13.25,26.92,26.92,27.69,24.49,4.33,
[09/04/2020 21:30],18.06,13.25,26.92,26.92,27.69,24.49,4.33,
[09/04/2020 22:00],18.96,16.65,25.40,25.40,25.81,21.93,4.17,
[09/04/2020 22:30],18.96,16.65,25.40,25.40,25.81,21.93,4.17,
[09/04/2020 23:00],17.20,14.29,32.63,32.63,31.27,21.40,4.19,
[09/04/2020 23:30],17.20,14.29,32.63,32.63,31.27,21.40,4.19,
[10/04/2020 00:00],15.53,11.60,21.77,21.77,24.44,21.14,4.16,
[10/04/2020 00:30],15.53,11.60,21.77,21.77,24.44,21.14,4.16,
[10/04/2020 01:00],14.50,11.53,23.16,23.16,24.30,18.45,4.16,
[10/04/2020 01:30],14.50,11.53,23.16,23.16,24.30,18.45,4.16,
[10/04/2020 02:00],14.04,9.36,23.77,23.77,24.44,20.55,4.21,
[10/04/2020 02:30],14.04,9.36,23.77,23.77,24.44,20.55,4.21,
[10/04/2020 03:00],14.07,8.44,22.68,22.68,24.30,22.02,4.27,
[10/04/2020 03:30],14.07,8.44,22.68,22.68,24.30,22.02,4.27,
[10/04/2020 04:00],14.02,8.11,23.06,23.06,24.30,22.39,4.34,
[10/04/2020 04:30],14.02,8.11,23.06,23.06,24.30,22.39,4.34,
[10/04/2020 05:00],19.10,12.86,25.06,25.06,25.66,24.33,4.34,
[10/04/2020 05:30],19.10,12.86,25.06,25.06,25.66,24.33,4.34,
[10/04/2020 06:00],24.49,13.63,27.90,27.90,26.59,27.08,4.38,
[10/04/2020 06:30],24.49,13.63,27.90,27.90,26.59,27.08,4.38,
[10/04/2020 07:00],22.73,14.29,26.73,26.73,28.04,25.95,4.42,
[10/04/2020 07:30],22.73,14.29,26.73,26.73,28.04,25.95,4.42,
[10/04/2020 08:00],29.30,15.38,34.16,34.16,34.98,25.31,4.43,
[10/04/2020 08:30],29.30,15.38,34.16,34.16,34.98,25.31,4.43,
[10/04/2020 09:00],15.82,15.82,33.00,33.00,34.17,15.82,4.43,
[10/04/2020 09:30],15.82,15.82,33.00,33.00,34.17,15.82,4.43,
[10/04/2020 10:00],14.96,14.96,31.00,31.00,32.97,14.96,4.39,
[10/04/2020 10:30],14.96,14.96,31.00,31.00,32.97,14.96,4.39,
[10/04/2020 11:00],12.25,12.25,30.19,30.19,31.67,12.25,4.38,
[10/04/2020 11:30],12.25,12.25,30.19,30.19,31.67,12.25,4.38,
[10/04/2020 12:00],9.25,9.25,27.00,27.00,28.92,9.25,4.35,
[10/04/2020 12:30],9.25,9.25,27.00,27.00,28.92,9.25,4.35,
[10/04/2020 13:00],8.03,8.03,21.92,21.92,28.29,8.03,4.33,
[10/04/2020 13:30],8.03,8.03,21.92,21.92,28.29,8.03,4.33,
[10/04/2020 14:00],8.80,8.80,18.00,18.00,27.20,8.80,4.33,
[10/04/2020 14:30],8.80,8.80,18.00,18.00,27.20,8.80,4.33,
[10/04/2020 15:00],10.19,10.19,24.50,24.50,26.48,15.44,4.32,
[10/04/2020 15:30],10.19,10.19,24.50,24.50,26.48,15.44,4.32,
[10/04/2020 16:00],15.27,10.76,31.03,31.03,31.78,20.45,4.34,
[10/04/2020 16:30],15.27,10.76,31.03,31.03,31.78,20.45,4.34,
[10/04/2020 17:00],18.54,14.34,32.00,32.00,33.57,23.68,4.35,
[10/04/2020 17:30],18.54,14.34,32.00,32.00,33.57,23.68,4.35,
[10/04/2020 18:00],21.11,15.88,36.59,36.59,38.39,27.57,4.38,
[10/04/2020 18:30],21.11,15.88,36.59,36.59,38.39,27.57,4.38,
[10/04/2020 19:00],23.38,17.61,35.38,35.38,37.12,30.55,4.41,
[10/04/2020 19:30],23.38,17.61,35.38,35.38,37.12,30.55,4.41,
[10/04/2020 20:00],20.16,14.22,37.70,37.70,39.55,27.58,4.41,
[10/04/2020 20:30],20.16,14.22,37.70,37.70,39.55,27.58,4.41,
[10/04/2020 21:00],19.84,15.09,34.90,34.90,36.61,25.82,4.40,
[10/04/2020 21:30],19.84,15.09,34.90,34.90,36.61,25.82,4.40,
[10/04/2020 22:00],20.10,18.69,30.89,30.89,32.41,21.87,4.36,
[10/04/2020 22:30],20.10,18.69,30.89,30.89,32.41,21.87,4.36,
[10/04/2020 23:00],18.43,15.81,38.00,38.00,38.92,21.05,4.36,
[10/04/2020 23:30],18.43,15.81,38.00,38.00,38.92,21.05,4.36,
[11/04/2020 00:00],14.93,10.93,32.75,32.75,34.36,18.93,4.33,
[11/04/2020 00:30],14.93,10.93,32.75,32.75,34.36,18.93,4.33,
[11/04/2020 01:00],14.43,11.38,32.24,32.24,33.83,17.33,4.32,
[11/04/2020 01:30],14.43,11.38,32.24,32.24,33.83,17.33,4.32,
[11/04/2020 02:00],13.94,9.53,32.97,32.97,33.76,18.09,4.33,
[11/04/2020 02:30],13.94,9.53,32.97,32.97,33.76,18.09,4.33,
[11/04/2020 03:00],14.07,8.18,29.00,29.00,29.70,19.61,4.35,
[11/04/2020 03:30],14.07,8.18,29.00,29.00,29.70,19.61,4.35,
[11/04/2020 04:00],15.24,8.99,26.23,26.23,27.52,21.15,4.39,
[11/04/2020 04:30],15.24,8.99,26.23,26.23,27.52,21.15,4.39,
[11/04/2020 05:00],17.07,12.45,24.00,24.00,25.18,21.43,4.37,
[11/04/2020 05:30],17.07,12.45,24.00,24.00,25.18,21.43,4.37,
[11/04/2020 06:00],16.95,12.03,25.90,25.90,24.70,21.61,4.39,
[11/04/2020 06:30],16.95,12.03,25.90,25.90,24.70,21.61,4.39,
[11/04/2020 07:00],17.78,13.79,38.00,38.00,36.22,21.56,4.41,
[11/04/2020 07:30],17.78,13.79,38.00,38.00,36.22,21.56,4.41,
[11/04/2020 08:00],17.07,15.93,39.35,39.35,40.31,18.15,4.39,
[11/04/2020 08:30],17.07,15.93,39.35,39.35,40.31,18.15,4.39,
[11/04/2020 09:00],12.54,12.54,36.00,36.00,37.77,12.54,4.40,
[11/04/2020 09:30],12.54,12.54,36.00,36.00,37.77,12.54,4.40,
[11/04/2020 10:00],10.17,10.17,32.05,32.05,33.62,10.17,4.38,
[11/04/2020 10:30],10.17,10.17,32.05,32.05,33.62,10.17,4.38,
[11/04/2020 11:00],10.81,10.81,28.06,28.06,29.43,10.81,4.36,
[11/04/2020 11:30],10.81,10.81,28.06,28.06,29.43,10.81,4.36,
[11/04/2020 12:00],7.54,7.54,25.50,25.50,26.75,7.54,4.34,
[11/04/2020 12:30],7.54,7.54,25.50,25.50,26.75,7.54,4.34,
[11/04/2020 13:00],4.47,4.47,14.00,14.00,19.28,4.47,4.32,
[11/04/2020 13:30],4.47,4.47,14.00,14.00,19.28,4.47,4.32,
[11/04/2020 14:00],6.39,6.39,12.00,12.00,19.03,6.39,4.32,
[11/04/2020 14:30],6.39,6.39,12.00,12.00,19.03,6.39,4.32,
[11/04/2020 15:00],12.29,12.29,16.20,16.20,24.54,12.29,4.34,
[11/04/2020 15:30],12.29,12.29,16.20,16.20,24.54,12.29,4.34,
[11/04/2020 16:00],14.15,10.89,25.26,25.26,26.50,17.10,4.37,
[11/04/2020 16:30],14.15,10.89,25.26,25.26,26.50,17.10,4.37,
[11/04/2020 17:00],18.62,12.31,29.70,29.70,32.10,25.11,4.42,
[11/04/2020 17:30],18.62,12.31,29.70,29.70,32.10,25.11,4.42,
[11/04/2020 18:00],22.60,14.95,38.00,38.00,38.92,30.61,4.39,
[11/04/2020 18:30],22.60,14.95,38.00,38.00,38.92,30.61,4.39,
[11/04/2020 19:00],22.60,14.02,39.00,39.00,40.91,31.53,4.41,
[11/04/2020 19:30],22.60,14.02,39.00,39.00,40.91,31.53,4.41,
[11/04/2020 20:00],18.59,11.50,39.40,39.40,41.19,26.01,4.32,
[11/04/2020 20:30],18.59,11.50,39.40,39.40,41.19,26.01,4.32,
[11/04/2020 21:00],18.34,15.09,33.00,33.00,35.33,21.55,4.17,
[11/04/2020 21:30],18.34,15.09,33.00,33.00,35.33,21.55,4.17,
[11/04/2020 22:00],19.14,19.14,37.82,37.82,38.73,19.14,4.03,
[11/04/2020 22:30],19.14,19.14,37.82,37.82,38.73,19.14,4.03,
[11/04/2020 23:00],19.12,19.12,37.00,37.00,37.89,19.12,3.86,
[11/04/2020 23:30],19.12,19.12,37.00,37.00,37.89,19.12,3.86,
[12/04/2020 00:00],16.67,16.67,32.64,32.64,33.42,16.67,3.71,
[12/04/2020 00:30],16.67,16.67,32.64,32.64,33.42,16.67,3.71,
[12/04/2020 01:00],14.66,14.66,31.50,31.50,32.26,14.66,3.60,
[12/04/2020 01:30],14.66,14.66,31.50,31.50,32.26,14.66,3.60,
[12/04/2020 02:00],12.61,12.61,30.00,30.00,30.73,12.61,3.61,
[12/04/2020 02:30],12.61,12.61,30.00,30.00,30.73,12.61,3.61,
[12/04/2020 03:00],14.95,9.87,27.14,27.14,27.80,13.46,3.67,
[12/04/2020 03:30],14.95,9.87,27.14,27.14,27.80,13.46,3.67,
[12/04/2020 04:00],13.17,13.17,25.00,25.00,25.60,13.17,3.70,
[12/04/2020 04:30],13.17,13.17,25.00,25.00,25.60,13.17,3.70,
[12/04/2020 05:00],13.81,13.81,22.00,22.00,23.08,13.81,3.67,
[12/04/2020 05:30],13.81,13.81,22.00,22.00,23.08,13.81,3.67,
[12/04/2020 06:00],14.03,14.03,22.00,22.00,21.98,14.03,3.73,
[12/04/2020 06:30],14.03,14.03,22.00,22.00,21.98,14.03,3.73,
[12/04/2020 07:00],12.33,12.33,28.60,28.60,27.60,12.33,3.93,
[12/04/2020 07:30],12.33,12.33,28.60,28.60,27.60,12.33,3.93,
[12/04/2020 08:00],8.76,8.76,34.00,34.00,33.45,8.76,4.02,
[12/04/2020 08:30],8.76,8.76,34.00,34.00,33.45,8.76,4.02,
[12/04/2020 09:00],4.54,4.54,36.53,36.53,37.42,4.54,3.93,
[12/04/2020 09:30],4.54,4.54,36.53,36.53,37.42,4.54,3.93,
[12/04/2020 10:00],4.32,4.32,36.90,36.90,37.79,4.32,3.68,
[12/04/2020 10:30],4.32,4.32,36.90,36.90,37.79,4.32,3.68,
[12/04/2020 11:00],4.37,4.37,34.00,34.00,34.82,4.37,3.33,
[12/04/2020 11:30],4.37,4.37,34.00,34.00,34.82,4.37,3.33,
[12/04/2020 12:00],1.61,1.61,35.25,35.25,33.60,1.61,2.60,
[12/04/2020 12:30],1.61,1.61,35.25,35.25,33.60,1.61,2.60,
[12/04/2020 13:00],0.00,0.00,30.00,30.00,28.60,0.00,1.89,
[12/04/2020 13:30],0.00,0.00,30.00,30.00,28.60,0.00,1.89,
[12/04/2020 14:00],0.15,0.15,24.00,24.00,19.33,0.15,1.95,
[12/04/2020 14:30],0.15,0.15,24.00,24.00,19.33,0.15,1.95,
[12/04/2020 15:00],2.63,2.63,24.00,24.00,15.34,2.63,2.63,
[12/04/2020 15:30],2.63,2.63,24.00,24.00,15.34,2.63,2.63,
[12/04/2020 16:00],3.63,3.63,32.00,32.00,15.34,3.63,3.22,
[12/04/2020 16:30],3.63,3.63,32.00,32.00,15.34,3.63,3.22,
[12/04/2020 17:00],24.75,8.12,34.00,34.00,20.15,19.81,3.53,
[12/04/2020 17:30],24.75,8.12,34.00,34.00,20.15,19.81,3.53,
[12/04/2020 18:00],30.28,14.89,31.05,31.05,21.91,25.71,3.60,
[12/04/2020 18:30],30.28,14.89,31.05,31.05,21.91,25.71,3.60,
[12/04/2020 19:00],25.02,16.64,25.67,25.67,15.34,24.92,3.69,
[12/04/2020 19:30],25.02,16.64,25.67,25.67,15.34,24.92,3.69,
