Date (WET),DEMAND (INDO),DEMAND (ITSDO),DEMAND (NATIONAL GRID),DEMAND (ENTSOE),DEMAND FORECAST (ENTSOE),DEMAND FORECAST (NDF),DEMAND FORECAST (TSDF)
,MW,MW,MW,MW,MW,MW,MW
[16/08/2020 15:00],26336,27011,26736,33323,29412,25847,26508
[16/08/2020 15:30],26792,27465,27196,33323,29412,26302,26963
[16/08/2020 16:00],27132,27825,27521,33806,30129,26864,27551
[16/08/2020 16:30],27665,28395,28076,33806,30129,27350,28062
[16/08/2020 17:00],28298,29019,28705,34583,30350,27961,28673
[16/08/2020 17:30],28688,29408,29106,34583,30350,28121,28833
[16/08/2020 18:00],28659,29380,29078,34030,29608,28311,29023
[16/08/2020 18:30],28486,29213,28915,34030,29608,28400,29112
[16/08/2020 19:00],28148,28818,28580,32917,28456,28184,28843
[16/08/2020 19:30],27780,28399,28216,32917,28456,27782,28389
[16/08/2020 20:00],27448,28015,27869,32213,28010,27600,28153
[16/08/2020 20:30],27444,27955,27868,32213,28010,27200,27700
[16/08/2020 21:00],27096,27607,27522,31301,27227,27093,27593
[16/08/2020 21:30],26299,26813,26738,31301,27227,26591,27091
[16/08/2020 22:00],25520,26029,25941,29607,24917,26240,26740
[16/08/2020 22:30],24370,24909,24821,29607,24917,24876,25400
[16/08/2020 23:00],22915,23507,23351,25999,22107,23187,23754
[16/08/2020 23:30],21705,22405,22146,25999,22107,21960,22650
[17/08/2020 00:00],20784,21665,21216,23589,20124,21090,21955
[17/08/2020 00:30],20034,21390,20467,23589,20124,20277,21661
[17/08/2020 01:00],19770,21180,20199,22541,20154,19821,21224
[17/08/2020 01:30],19477,20847,19902,22541,20154,19500,20871
[17/08/2020 02:00],19102,20833,19519,21716,19779,19285,21030
[17/08/2020 02:30],18813,20874,19230,21716,19779,19089,21151
[17/08/2020 03:00],18838,20880,19258,21493,19643,18954,20997
[17/08/2020 03:30],18772,20810,19191,21493,19643,18902,20935
[17/08/2020 04:00],18883,20504,19294,21643,20109,19000,20607
[17/08/2020 04:30],19092,20691,19509,21643,20109,19274,20866
[17/08/2020 05:00],19745,20465,20162,23034,21781,20063,20743
[17/08/2020 05:30],20557,21523,20952,23034,21781,20755,21741
[17/08/2020 06:00],22101,22800,22506,26210,25854,22865,23452
[17/08/2020 06:30],23757,24376,24151,26210,25854,24771,25294
[17/08/2020 07:00],25773,26286,26137,30087,30080,26988,27488
[17/08/2020 07:30],27122,27685,27520,30087,30080,28550,29050
[17/08/2020 08:00],28800,29440,29186,34181,32483,29705,30355
[17/08/2020 08:30],29324,30115,29729,34181,32483,30200,30985
[17/08/2020 09:00],29518,30386,29945,35087,32757,30100,30975
[17/08/2020 09:30],29350,30297,29776,35087,32757,29513,30442
[17/08/2020 10:00],29390,30377,29804,33914,33071,29211,30183
[17/08/2020 10:30],29450,30452,29870,33914,33071,29000,29990
[17/08/2020 11:00],29602,30606,30017,37188,33758,28768,29760
[17/08/2020 11:30],28976,29992,29404,37188,33758,28531,29522
[17/08/2020 12:00],29097,30056,29525,36767,34327,28667,29606
[17/08/2020 12:30],29045,30046,29451,36767,34327,28764,29755
[17/08/2020 13:00],28993,30125,29422,37601,33999,29058,30173
[17/08/2020 13:30],28581,29765,29006,37601,33999,28855,30010
[17/08/2020 14:00],28479,29572,28896,36647,33425,28800,29872
[17/08/2020 14:30],28336,29457,28757,36647,33425,28914,30015
[17/08/2020 15:00],28486,29493,28954,36234,32919,29101,30092
[17/08/2020 15:30],28928,29837,29343,36234,32919,29357,30253
[17/08/2020 16:00],29369,30218,29781,35920,33297,29716,30545
[17/08/2020 16:30],29815,30668,30220,35920,33297,30463,31293
[17/08/2020 17:00],30503,31248,30921,36994,33537,31263,31990
[17/08/2020 17:30],31017,31788,31437,36994,33537,31600,32359
[17/08/2020 18:00],31250,31939,31672,36384,32702,31499,32170
[17/08/2020 18:30],31096,31645,31510,36384,32702,31300,31834
[17/08/2020 19:00],30803,31309,31223,34634,31417,31289,31789
[17/08/2020 19:30],30446,30955,30876,34634,31417,30850,31350
[17/08/2020 20:00],30070,30579,30506,33324,30573,30060,30560
[17/08/2020 20:30],30007,30517,30449,33324,30573,29980,30480
[17/08/2020 21:00],29688,30225,30132,33095,29653,29799,30326
[17/08/2020 21:30],28830,29423,29258,33095,29653,28835,29418
[17/08/2020 22:00],27469,28082,27910,28183,26810,27430,27957
[17/08/2020 22:30],25774,26460,26222,28183,26810,26054,26658
[17/08/2020 23:00],24131,24926,24546,24256,23633,24447,25158
[17/08/2020 23:30],22736,23466,23168,24256,23633,22900,23557
[18/08/2020 00:00],21714,22990,22167,21682,21300,21300,22604
[18/08/2020 00:30],21010,22592,21449,21682,21300,20489,22108
[18/08/2020 01:00],20447,22549,20871,20747,20462,19959,22058
[18/08/2020 01:30],20176,22335,20586,20747,20462,19700,21863
[18/08/2020 02:00],19718,21773,20141,19752,19821,19315,21378
[18/08/2020 02:30],19283,21331,19713,19752,19821,18953,20721
[18/08/2020 03:00],19105,21148,19535,19065,19598,18809,20855
[18/08/2020 03:30],19096,21129,19510,19065,19598,18816,20856
[18/08/2020 04:00],19141,21908,19554,18610,19702,18800,21586
[18/08/2020 04:30],19274,22091,19677,18610,19702,18959,21738
[18/08/2020 05:00],19921,22709,20335,19190,20839,19300,22058
[18/08/2020 05:30],20449,22993,20864,19190,20839,19800,22370
[18/08/2020 06:00],21932,24262,22322,22795,24269,21394,23731
[18/08/2020 06:30],23440,25755,23832,22795,24269,23026,25358
[18/08/2020 07:00],25248,27761,25624,27595,27793,24643,27174
[18/08/2020 07:30],26477,28950,26851,27595,27793,25521,28052
[18/08/2020 08:00],27959,28597,28344,31877,30420,26994,27580
[18/08/2020 08:30],28314,29029,28737,31877,30420,27800,28507
[18/08/2020 09:00],28905,29815,29331,34697,31209,28200,29132
[18/08/2020 09:30],28841,29915,29263,34697,31209,28095,29162
[18/08/2020 10:00],28401,29641,28815,34541,31766,27987,29126
[18/08/2020 10:30],28261,29517,28680,34541,31766,27806,28961
[18/08/2020 11:00],28196,29321,28597,35728,32252,27946,29023
[18/08/2020 11:30],28140,29058,28561,35728,32252,28310,29365
[18/08/2020 12:00],28373,29546,28785,36760,32583,27958,29105
[18/08/2020 12:30],28283,29347,28705,36760,32583,27879,28935
[18/08/2020 13:00],27840,28903,28273,36195,31924,27841,28889
[18/08/2020 13:30],27470,28489,27908,36195,31924,27432,28432
[18/08/2020 14:00],27287,28252,27697,35219,31438,27306,28262
[18/08/2020 14:30],27133,28067,27543,35219,31438,27160,28091
[18/08/2020 15:00],27428,28459,27838,34776,31117,27467,28777
[18/08/2020 15:30],27710,28757,28128,34776,31117,27952,29205
[18/08/2020 16:00],28378,29287,28779,35942,31508,28509,29724
[18/08/2020 16:30],29106,30138,29511,35942,31508,29058,30236
[18/08/2020 17:00],29827,30928,30210,37143,32192,29873,31042
[18/08/2020 17:30],30386,31305,30791,37143,32192,30500,31681
[18/08/2020 18:00],30448,31189,30864,35942,31246,30736,31463
[18/08/2020 18:30],30825,31511,31231,35942,31246,30559,31230
[18/08/2020 19:00],30792,31403,31207,34450,29991,30264,30863
[18/08/2020 19:30],30493,31085,30901,34450,29991,29902,30482
[18/08/2020 20:00],30083,30813,30495,33173,28636,29500,30162
[18/08/2020 20:30],29883,30628,30306,33173,28636,29400,30076
[18/08/2020 21:00],29764,30569,30201,32343,27936,29038,29838
[18/08/2020 21:30],28520,29435,28975,32343,27936,28151,29046
[18/08/2020 22:00],27185,27853,27624,28852,25802,26768,27421
[18/08/2020 22:30],25806,26435,26243,28852,25802,25081,25701
[18/08/2020 23:00],24258,24916,24690,26103,23082,23416,24060
[18/08/2020 23:30],23092,23739,23521,26103,23082,22000,22627
[19/08/2020 00:00],21943,22559,22395,22747,21533,21500,22139
[19/08/2020 00:30],21165,21822,21593,22747,21533,20780,21419
[19/08/2020 01:00],20702,21694,21137,22491,20594,20402,21409
[19/08/2020 01:30],20435,21511,20860,22491,20594,20400,21472
[19/08/2020 02:00],19996,21074,20430,21892,20060,19973,21045
[19/08/2020 02:30],19629,20822,20056,21892,20060,19591,20814
[19/08/2020 03:00],19414,20669,19831,21263,20048,19412,20633
[19/08/2020 03:30],19419,20584,19845,21263,20048,19468,20633
[19/08/2020 04:00],19525,20605,19938,20506,20243,19300,20369
[19/08/2020 04:30],19555,20622,19969,20506,20243,19486,20543
[19/08/2020 05:00],20163,21153,20547,21320,21358,19981,20999
[19/08/2020 05:30],20704,21702,21121,21320,21358,20522,21541
[19/08/2020 06:00],22152,23643,22543,25077,25092,22050,23570
[19/08/2020 06:30],23532,24949,23914,25077,25092,23538,25053
[19/08/2020 07:00],25670,26185,26081,31033,29104,25282,25782
[19/08/2020 07:30],27062,27573,27437,31033,29104,26606,27106
[19/08/2020 08:00],28544,29056,28940,33807,31005,28177,28677
[19/08/2020 08:30],29211,29719,29614,33807,31005,29000,29500
[19/08/2020 09:00],29600,30110,30025,35365,31712,29499,29999
[19/08/2020 09:30],29984,30494,30389,35365,31712,29568,30068
[19/08/2020 10:00],30249,30759,30671,36605,32362,29600,30100
[19/08/2020 10:30],30426,30933,30861,36605,32362,29824,30324
[19/08/2020 11:00],30510,31018,30979,37672,33365,30087,30587
[19/08/2020 11:30],30454,30961,30577,37672,33365,30277,30777
[19/08/2020 12:00],31216,31725,30849,38612,33579,30880,31380
[19/08/2020 12:30],31037,31546,30637,38612,33579,30809,31309
[19/08/2020 13:00],30849,31357,30446,38370,32788,30374,30874
[19/08/2020 13:30],30661,31170,30236,38370,32788,29977,30477
[19/08/2020 14:00],30525,31033,30655,37999,32503,29854,30354
[19/08/2020 14:30],30587,31157,31004,37999,32503,29636,30197
[19/08/2020 15:00],30432,30996,30855,36560,32280,29633,30188
[19/08/2020 15:30],30504,31136,30909,36560,32280,29610,30225
[19/08/2020 16:00],30688,31286,31083,35909,32886,29967,30551
[19/08/2020 16:30],31188,31713,31593,35909,32886,30371,30886
[19/08/2020 17:00],31910,32419,32318,36870,33335,30776,31276
[19/08/2020 17:30],32098,32610,32523,36870,33335,31000,31500
[19/08/2020 18:00],31728,32695,32140,35502,32980,30786,31806
[19/08/2020 18:30],31259,32249,31696,35502,32980,30875,31895
[19/08/2020 19:00],30722,31523,31151,33886,31185,30325,31055
[19/08/2020 19:30],30231,31037,30668,33886,31185,29514,30244
[19/08/2020 20:00],29862,30687,30281,32065,30202,28790,29619
[19/08/2020 20:30],29529,30357,29950,32065,30202,28370,29199
[19/08/2020 21:00],28929,29477,29365,31258,28827,28035,28571
[19/08/2020 21:30],27190,27738,27631,31258,28827,26665,27201
[19/08/2020 22:00],25806,27255,26249,27953,25587,25201,26607
[19/08/2020 22:30],24097,25546,24565,27953,25587,23714,25120
[19/08/2020 23:00],22670,23806,23137,25848,22604,22098,22598
[19/08/2020 23:30],21190,22899,21671,25848,22604,20830,21330
[20/08/2020 00:00],19774,21780,20228,21941,21171,19570,20299
[20/08/2020 00:30],19242,21547,19686,21941,21171,19019,19792
[20/08/2020 01:00],18552,20896,18971,19799,20780,18676,19988
[20/08/2020 01:30],18277,20803,18698,19799,20780,18430,19961
[20/08/2020 02:00],17813,21353,18243,17975,20307,18298,21039
[20/08/2020 02:30],17466,21118,17862,17975,20307,17896,20953
[20/08/2020 03:00],16965,21254,17363,16438,20157,17789,21191
[20/08/2020 03:30],16735,21234,17164,16438,20157,17747,21216
[20/08/2020 04:00],16591,21129,17004,16411,20298,17778,21168
[20/08/2020 04:30],16696,20739,17113,16411,20298,17740,21108
[20/08/2020 05:00],17542,20761,17957,18648,21433,18125,20783
[20/08/2020 05:30],18253,21309,18645,18648,21433,18506,21063
[20/08/2020 06:00],19921,21519,20336,23055,25061,19984,21044
[20/08/2020 06:30],21475,22891,21885,23055,25061,21134,22194
[20/08/2020 07:00],23722,24448,24100,28446,28778,22222,22722
[20/08/2020 07:30],24612,25117,25007,28446,28778,23502,24002
[20/08/2020 08:00],25515,26121,25934,33148,31062,24711,25317
[20/08/2020 08:30],25829,26442,26242,33148,31062,25000,25606
[20/08/2020 09:00],25639,26150,26068,34823,31824,25200,25700
[20/08/2020 09:30],25180,25688,25617,34823,31824,24435,24935
[20/08/2020 10:00],24516,25093,24954,35070,32356,23880,24467
[20/08/2020 10:30],24154,24731,24583,35070,32356,23321,23908
[20/08/2020 11:00],23929,24437,24344,36446,33098,23360,23860
[20/08/2020 11:30],23998,24506,24419,36446,33098,23202,23702
[20/08/2020 12:00],24102,24613,24518,37308,33470,23510,24010
[20/08/2020 12:30],23832,24342,24246,37308,33470,23373,23873
[20/08/2020 13:00],23644,24154,24063,36502,32969,23001,23501
[20/08/2020 13:30],23402,23912,23827,36502,32969,22800,23300
[20/08/2020 14:00],23246,23756,23667,34879,32539,22992,23492
[20/08/2020 14:30],23067,23577,23479,34879,32539,23093,23593
[20/08/2020 15:00],23263,23774,23675,33754,32680,23427,23927
[20/08/2020 15:30],23881,24398,24298,33754,32680,24039,24539
[20/08/2020 16:00],24597,25408,24998,33861,32926,24632,25436
[20/08/2020 16:30],25902,26719,26289,33861,32926,25713,26517
[20/08/2020 17:00],27053,27671,27462,34259,32864,26765,27274
[20/08/2020 17:30],27736,28357,28155,34259,32864,27837,28346
[20/08/2020 18:00],27924,29171,28319,32872,32362,28598,29943
[20/08/2020 18:30],28380,29710,28806,32872,32362,29030,30375
[20/08/2020 19:00],28649,29642,29074,32180,31029,29012,29997
[20/08/2020 19:30],28577,29527,29004,32180,31029,28964,29949
[20/08/2020 20:00],28417,28931,28824,32290,30152,28860,29360
[20/08/2020 20:30],28564,29078,28977,32290,30152,28605,29105
[20/08/2020 21:00],28007,28524,28421,31069,29481,28900,29400
[20/08/2020 21:30],26663,27181,27111,31069,29481,28250,28750
[20/08/2020 22:00],25401,26267,25852,27744,26480,26812,27669
[20/08/2020 22:30],23848,24729,24263,27744,26480,24894,25751
[20/08/2020 23:00],22585,23137,23053,26313,23116,23023,23668
[20/08/2020 23:30],20836,21554,21302,26313,23116,21300,21920
[21/08/2020 00:00],19748,20273,20213,23157,21106,19730,20270
[21/08/2020 00:30],19094,19692,19517,23157,21106,19009,19524
[21/08/2020 01:00],18343,19954,18788,20495,20528,18464,20109
[21/08/2020 01:30],18069,20176,18498,20495,20528,18300,19945
[21/08/2020 02:00],17605,20402,18046,18978,19619,17520,19566
[21/08/2020 02:30],16963,19690,17394,18978,19619,16948,19163
[21/08/2020 03:00],16704,19296,17122,18344,19155,16650,18513
[21/08/2020 03:30],16504,19800,16939,18344,19155,16346,18485
[21/08/2020 04:00],16276,19802,16698,17420,19176,16170,18329
[21/08/2020 04:30],16180,19747,16596,17420,19176,16243,18253
[21/08/2020 05:00],16682,19873,17088,18724,20743,16825,18699
[21/08/2020 05:30],17346,20094,17735,18724,20743,17702,19424
[21/08/2020 06:00],18823,20734,19182,22465,24130,19269,20489
[21/08/2020 06:30],19949,21472,20351,22465,24130,20800,22020
[21/08/2020 07:00],21910,22933,22264,28472,28155,22914,23414
[21/08/2020 07:30],23182,23701,23545,28472,28155,24219,24719
[21/08/2020 08:00],24497,25013,24882,32649,30196,25019,25519
[21/08/2020 08:30],24974,25485,25406,32649,30196,25090,25590
[21/08/2020 09:00],25161,25673,25586,34283,31796,25870,26370
[21/08/2020 09:30],25296,25802,25714,34283,31796,25867,26367
[21/08/2020 10:00],25491,25998,25914,35296,32767,25671,26171
[21/08/2020 10:30],25294,25801,25731,35296,32767,25610,26110
[21/08/2020 11:00],25028,25548,25440,35154,33300,25223,25725
[21/08/2020 11:30],24901,25453,25322,35154,33300,24943,25482
[21/08/2020 12:00],24796,25386,25225,34879,33277,24634,25201
[21/08/2020 12:30],24384,24954,24814,34879,33277,24251,24807
[21/08/2020 13:00],23992,24747,24420,33309,32564,23717,24471
[21/08/2020 13:30],23695,24578,24113,33309,32564,23231,24093
[21/08/2020 14:00],23633,24453,24057,32513,32018,22880,23688
[21/08/2020 14:30],23388,24230,23792,32513,32018,23015,23827
[21/08/2020 15:00],23326,24068,23747,31967,31477,22979,23704
[21/08/2020 15:30],23649,24393,24055,31967,31477,23230,23955
[21/08/2020 16:00],24081,24645,24476,32998,31580,23604,24181
[21/08/2020 16:30],24872,25381,25255,32998,31580,24555,25080
[21/08/2020 17:00],26041,26629,26449,34561,31459,25344,25957
[21/08/2020 17:30],26421,27003,26832,34561,31459,25903,26494
[21/08/2020 18:00],26707,27264,27126,34022,30719,26382,26955
[21/08/2020 18:30],26773,27376,27189,34022,30719,26600,27209
[21/08/2020 19:00],26634,27169,27050,32874,29683,26531,27075
[21/08/2020 19:30],26164,26697,26596,32874,29683,26500,27050
[21/08/2020 20:00],25891,26418,26313,32029,29105,26683,27231
[21/08/2020 20:30],26062,26652,26470,32029,29105,26000,26598
[21/08/2020 21:00],25596,26107,26022,30813,27646,25377,25902
[21/08/2020 21:30],24412,24977,24828,30813,27646,24704,25275
[21/08/2020 22:00],23204,23718,23625,28027,25095,23590,24090
[21/08/2020 22:30],22110,22918,22582,28027,25095,22308,22871
[21/08/2020 23:00],20704,21481,21156,23122,22661,21189,21907
[21/08/2020 23:30],19657,21146,20102,23122,22661,20100,20840
[22/08/2020 00:00],18469,21021,18913,19174,20874,19000,20927
[22/08/2020 00:30],17672,20788,18111,19174,20874,18337,20316
[22/08/2020 01:00],17208,20713,17632,17557,20226,17851,20135
[22/08/2020 01:30],16976,20321,17401,17557,20226,17500,19856
[22/08/2020 02:00],16552,20160,16977,16122,19573,17194,19587
[22/08/2020 02:30],16184,19943,16602,16122,19573,16826,19219
[22/08/2020 03:00],16129,19792,16540,15503,18941,16511,19106
[22/08/2020 03:30],16050,19719,16463,15503,18941,16237,18832
[22/08/2020 04:00],16168,19598,16594,15823,18559,16200,18597
[22/08/2020 04:30],16166,19448,16592,15823,18559,16216,18613
[22/08/2020 05:00],16574,19492,16987,17055,18982,16305,18813
[22/08/2020 05:30],16831,19566,17260,17055,18982,16406,18914
[22/08/2020 06:00],17534,19881,17946,18855,20483,17254,19222
[22/08/2020 06:30],18073,20231,18486,18855,20483,17806,19773
[22/08/2020 07:00],19172,20369,19586,22873,23309,18530,19588
[22/08/2020 07:30],19877,20897,20266,22873,23309,19172,20178
[22/08/2020 08:00],20652,21222,21049,26543,25907,20060,20612
[22/08/2020 08:30],21150,21662,21556,26543,25907,20620,21120
[22/08/2020 09:00],21494,22022,21905,28498,27256,21123,21638
[22/08/2020 09:30],21689,22329,22124,28498,27256,21363,21924
[22/08/2020 10:00],21545,22364,21953,29114,27845,21500,22332
[22/08/2020 10:30],21194,22095,21620,29114,27845,21300,22167
[22/08/2020 11:00],21031,21898,21458,29894,28675,21220,22105
[22/08/2020 11:30],20764,21493,21186,29894,28675,21253,21993
[22/08/2020 12:00],20491,21139,20924,30563,29115,21299,21970
[22/08/2020 12:30],20108,20942,20528,30563,29115,21000,21671
[22/08/2020 13:00],19678,20255,20098,29030,28140,20238,20738
[22/08/2020 13:30],18899,19543,19325,29030,28140,19838,20390
[22/08/2020 14:00],18660,19630,19077,27682,27348,19038,19907
[22/08/2020 14:30],18738,20120,19154,27682,27348,18700,20067
[22/08/2020 15:00],19013,20126,19422,28064,26886,18976,20023
[22/08/2020 15:30],19471,20534,19861,28064,26886,19421,20463
[22/08/2020 16:00],20482,21325,20880,29945,27605,20266,21093
[22/08/2020 16:30],21790,22642,22193,29945,27605,21217,22058
[22/08/2020 17:00],22960,23582,23346,30625,28399,22415,23048
[22/08/2020 17:30],23851,24422,24237,30625,28399,23333,23886
[22/08/2020 18:00],24652,25215,25052,30807,27849,24164,24717
[22/08/2020 18:30],25003,25570,25419,30807,27849,24420,24973
[22/08/2020 19:00],25076,25637,25498,29924,27502,24520,25073
[22/08/2020 19:30],25076,25645,25496,29924,27502,24627,25180
[22/08/2020 20:00],24904,25476,25330,29565,27766,24593,25146
[22/08/2020 20:30],25188,25729,25607,29565,27766,24596,25099
[22/08/2020 21:00],24750,25260,25211,28737,26254,24980,25480
[22/08/2020 21:30],23760,24272,24196,28737,26254,24682,25182
[22/08/2020 22:00],22972,23485,23431,26618,24534,23503,24003
[22/08/2020 22:30],21878,22437,22320,26618,24534,22395,22934
[22/08/2020 23:00],20787,21335,21276,24211,22117,20938,21438
[22/08/2020 23:30],19702,20756,20154,24211,22117,19740,20240
[23/08/2020 00:00],18750,19708,19192,21514,20142,18640,19175
[23/08/2020 00:30],18174,19225,18603,21514,20142,18064,18601
[23/08/2020 01:00],17711,19037,18152,20032,19218,17610,18292
[23/08/2020 01:30],17379,18867,17802,20032,19218,17280,18385
[23/08/2020 02:00],17085,18608,17512,19041,18584,16886,18362
[23/08/2020 02:30],16719,18495,17145,19041,18584,16672,17869
[23/08/2020 03:00],16474,18367,16906,18491,18227,16517,17857
[23/08/2020 03:30],16413,18174,16836,18491,18227,16389,17975
[23/08/2020 04:00],16400,17814,16819,18892,18057,16387,17771
[23/08/2020 04:30],16393,17637,16805,18892,18057,16435,17647
[23/08/2020 05:00],16649,17398,17059,19153,17930,16408,17190
[23/08/2020 05:30],16734,17448,17152,19153,17930,16300,17026
