Date (WET),Derated Margin,Derated Margin (HR M-2),Derated Margin (HR M-4),Derated Margin (HR M-8),Derated Margin (Noon 0),Derated Margin (Noon 1),System Sell Price (SSP),System Buy Price (SBP),STOR Window,LOLP (Noon 0),LOLP (Noon 1),LOLP (HR M-8),LOLP (HR M-4),LOLP (HR M-2),LOLP (Loss of Load Probability),NIV (Net Imbalance Volume),Non-BM STOR Generation
,MW,MW,MW,MW,MW,MW,GBP/MWh,GBP/MWh,,%,%,%,%,%,%,MW,MW
[12/06/2019 00:00],10974.92,11263.79,11376.06,11987.58,11067.29,11083.51,42.16,42.16,0.51,0.00,0.00,0.00,0.00,0.00,0.00,53.72,175.76
[13/06/2019 00:00],11208.95,11621.43,12194.17,13346.58,13166.39,12117.39,53.54,53.54,0.51,0.00,0.00,0.00,0.00,0.00,0.00,372.10,53.14
[14/06/2019 00:00],9947.78,10152.72,10373.50,10860.65,10151.69,11335.52,37.69,37.69,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-209.00,20.26
[15/06/2019 00:00],13098.66,13165.55,13460.09,13901.23,13789.43,12568.06,43.08,43.07,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-50.48,0.00
[16/06/2019 00:00],13628.63,13655.16,13906.76,14852.54,15088.96,13667.89,34.44,34.44,0.24,0.00,0.00,0.00,0.00,0.00,0.00,-273.16,0.00
[17/06/2019 00:00],12940.85,13030.54,13175.80,13484.60,12298.05,10578.51,33.13,33.13,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-418.06,0.00
[18/06/2019 00:00],9658.05,9662.01,9772.45,9890.77,10597.10,6830.44,36.65,36.65,0.51,0.00,0.02,0.00,0.00,0.00,0.00,-363.64,37.60
[19/06/2019 00:00],7188.41,7398.26,7712.18,8490.86,6973.04,12564.65,49.36,49.36,0.51,0.00,0.00,0.00,0.00,0.00,0.00,2.40,32.76
[20/06/2019 00:00],9462.81,9703.52,10229.12,11073.40,11285.25,10127.36,41.03,41.02,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-82.20,43.26
[21/06/2019 00:00],9835.35,10045.46,10412.37,11174.44,10609.36,10148.41,33.53,33.53,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-510.02,0.00
[22/06/2019 00:00],11514.63,11516.40,11639.45,12201.44,11381.91,11323.40,31.40,31.40,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-444.48,46.80
[23/06/2019 00:00],11827.81,12019.34,12150.28,12386.28,12644.64,12344.02,39.84,39.84,0.24,0.00,0.00,0.00,0.00,0.00,0.00,-144.20,6.30
[24/06/2019 00:00],7712.54,7888.61,8009.33,8385.41,7779.00,7385.38,75.53,75.53,0.51,0.00,0.01,0.00,0.00,0.00,0.01,140.04,115.68
[25/06/2019 00:00],7314.58,7495.07,7711.05,7828.45,7958.08,7216.78,32.16,32.15,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-432.76,5.76
[26/06/2019 00:00],9790.17,9933.30,10153.89,10400.09,10413.01,10742.32,41.27,41.27,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-411.22,40.80
[27/06/2019 00:00],12158.24,12340.95,12591.79,12836.51,12647.01,11704.50,30.44,30.44,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-419.18,45.88
[28/06/2019 00:00],12359.58,12368.98,12555.05,12869.40,13132.66,12382.55,33.04,33.04,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-416.58,0.00
[29/06/2019 00:00],12116.92,12284.12,12436.67,13035.32,13251.74,13471.38,49.57,49.56,0.50,0.00,0.00,0.00,0.00,0.00,0.00,400.28,110.62
[30/06/2019 00:00],17103.90,17209.74,17748.22,19125.27,18857.30,18203.13,31.56,31.56,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-163.86,0.00
[01/07/2019 00:00],15224.87,15332.74,15647.22,16031.95,15673.15,15664.97,40.09,40.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,9.06,0.00
[02/07/2019 00:00],10340.20,10445.25,10571.82,11198.35,10886.66,10542.08,29.42,29.42,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-324.80,34.38
[03/07/2019 00:00],9728.21,9854.96,10075.43,10382.24,9078.53,9006.81,31.18,31.18,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-325.14,19.22
[04/07/2019 00:00],10455.05,10394.54,10298.72,10440.68,9286.96,11378.31,31.84,31.84,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-226.70,30.10
[05/07/2019 00:00],10497.61,10693.30,10701.39,10680.50,10328.90,10592.58,40.29,40.29,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-69.94,48.84
[06/07/2019 00:00],12681.20,12735.62,12940.49,13621.76,12492.48,11275.32,38.62,38.62,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-279.20,15.22
[07/07/2019 00:00],12563.42,12596.44,12600.82,12774.21,12036.31,11255.54,31.09,31.09,0.24,0.00,0.00,0.00,0.00,0.00,0.00,-552.94,0.00
[08/07/2019 00:00],8810.07,8961.72,9172.98,9463.71,8862.17,8975.62,41.38,41.38,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-108.80,40.10
[09/07/2019 00:00],8961.75,9069.35,9104.43,9296.19,8131.22,7515.64,36.87,36.86,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-132.78,0.00
[10/07/2019 00:00],9631.40,9716.15,9961.47,10163.81,9032.53,8167.29,40.00,40.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-15.94,0.00
[11/07/2019 00:00],8962.44,9112.85,9288.08,9478.91,8796.74,8682.76,46.71,46.71,0.51,0.00,0.00,0.00,0.00,0.00,0.00,175.42,23.84
[12/07/2019 00:00],11508.30,11664.94,11982.73,12597.89,11533.00,11691.61,49.68,49.68,0.51,0.00,0.00,0.00,0.00,0.00,0.00,39.08,25.52
[13/07/2019 00:00],12449.05,12630.24,12842.89,13400.87,11297.68,10470.96,41.59,41.59,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-241.74,36.40
[14/07/2019 00:00],11550.83,11649.76,11752.90,12076.63,10952.54,8654.91,41.06,41.06,0.24,0.00,0.00,0.00,0.00,0.00,0.00,-151.50,0.00
[15/07/2019 00:00],8466.20,8548.00,8713.76,8872.78,7850.67,6886.92,35.98,35.98,0.51,0.00,0.01,0.00,0.00,0.00,0.00,-411.90,0.00
[16/07/2019 00:00],8849.91,8956.38,9220.88,9285.06,7963.39,7190.30,48.91,48.90,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-116.80,0.00
[17/07/2019 00:00],10457.06,10466.79,10414.96,10551.88,9762.76,9870.77,37.45,37.45,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-360.28,23.00
[18/07/2019 00:00],9835.05,9882.11,10018.12,10562.15,9567.47,11270.09,39.84,39.84,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-313.08,0.00
[19/07/2019 00:00],10379.23,10500.71,10651.91,10911.93,9968.34,11372.58,43.05,43.05,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-99.62,57.34
[20/07/2019 00:00],15562.68,15711.66,16034.33,16909.25,16066.22,15679.38,41.26,41.25,0.50,0.00,0.00,0.00,0.00,0.00,0.00,16.50,20.76
[21/07/2019 00:00],15499.43,15549.37,15811.50,16605.56,16216.26,16551.33,38.81,38.81,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-35.90,15.46
[22/07/2019 00:00],15622.70,15744.42,16083.16,16691.01,17090.38,17283.63,34.80,34.79,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-203.40,0.00
[23/07/2019 00:00],11003.32,11062.43,11316.60,12216.98,12223.42,13325.59,44.28,44.27,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-7.06,61.14
[24/07/2019 00:00],7915.16,8279.70,8471.05,8571.38,10543.05,11608.44,55.71,55.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,483.84,145.40
[25/07/2019 00:00],8695.63,8945.54,9531.90,10304.11,10778.35,11427.81,54.44,54.43,0.50,0.00,0.00,0.00,0.00,0.00,0.00,239.90,85.76
[26/07/2019 00:00],8605.05,8723.26,8869.63,9208.82,10456.02,10041.29,47.67,47.66,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-55.82,49.80
[27/07/2019 00:00],12051.84,12295.69,12764.18,13758.57,12588.18,12684.62,40.88,40.87,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.14,0.00
[28/07/2019 00:00],14881.63,14918.47,15116.35,15849.84,15763.85,13733.48,42.65,42.65,0.23,0.00,0.00,0.00,0.00,0.00,0.00,165.32,30.22
[29/07/2019 00:00],10277.16,10368.38,10549.90,11376.96,10730.96,8942.39,32.21,32.21,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-361.14,35.14
[30/07/2019 00:00],11541.48,11781.78,12234.61,12962.96,11442.87,11855.42,31.98,31.97,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-187.44,21.40
[31/07/2019 00:00],12216.28,12313.46,12513.77,13480.38,12419.94,12762.59,36.43,36.43,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-145.86,47.48
[01/08/2019 00:00],10320.73,10523.72,10790.53,11277.73,9453.57,9284.54,43.83,43.82,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-121.64,61.04
[02/08/2019 00:00],8947.97,9183.84,9487.93,10242.86,9576.54,9721.92,49.67,49.67,0.50,0.00,0.00,0.00,0.00,0.00,0.00,91.72,43.88
[03/08/2019 00:00],10554.44,10620.74,10797.60,11356.00,10333.25,9172.25,41.63,41.63,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-69.26,0.00
[04/08/2019 00:00],12955.84,12953.55,13051.74,13328.74,12731.51,11653.69,41.01,41.01,0.23,0.00,0.00,0.00,0.00,0.00,0.00,3.06,1.84
[05/08/2019 00:00],13206.58,13370.75,13641.95,14122.66,13379.30,12729.31,36.62,36.61,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-174.38,0.00
[06/08/2019 00:00],11581.37,11522.14,11492.62,12353.28,12129.69,12862.89,29.05,29.05,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-807.66,0.00
[07/08/2019 00:00],11929.24,12079.31,12087.50,12600.77,12770.91,12454.01,31.57,31.57,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-403.84,0.10
[08/08/2019 00:00],9942.26,10160.59,10469.01,11346.46,10236.95,9529.62,51.89,51.88,0.50,0.00,0.00,0.00,0.00,0.00,0.00,249.14,53.48
[09/08/2019 00:00],13967.24,14023.16,14200.02,15094.73,15590.49,13964.65,46.21,46.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,334.64,74.72
[10/08/2019 00:00],13960.03,14129.87,14622.10,15650.58,16634.78,18322.15,45.55,45.54,0.50,0.00,0.00,0.00,0.00,0.00,0.00,266.26,0.00
[11/08/2019 00:00],14639.60,14675.44,15029.92,15963.82,15830.08,14615.73,27.73,27.72,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-424.40,0.00
[12/08/2019 00:00],9201.46,9394.53,9761.72,10677.90,9439.61,9661.05,32.92,32.92,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-245.80,11.46
[13/08/2019 00:00],9384.20,9536.52,9799.11,10349.77,9721.75,9191.86,39.63,39.63,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-104.56,90.38
[14/08/2019 00:00],9685.09,9677.87,9562.19,9675.95,9721.24,10123.17,39.44,39.43,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-149.54,0.00
[15/08/2019 00:00],15190.79,15143.98,15182.73,15635.90,15088.65,14296.57,24.68,24.68,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-393.20,32.60
[16/08/2019 00:00],14312.96,14397.71,14654.32,15425.31,15318.45,15835.06,42.65,42.64,0.50,0.00,0.00,0.00,0.00,0.00,0.00,191.50,0.00
[17/08/2019 00:00],15144.49,15255.23,15711.50,17394.39,18562.74,20023.18,30.15,30.14,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-212.02,0.00
[18/08/2019 00:00],14849.21,14952.81,15453.37,16477.99,17096.44,18048.23,25.75,25.74,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-405.16,0.00
[19/08/2019 00:00],14533.05,14664.88,14965.48,15943.10,15318.25,15222.57,28.08,28.07,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-387.32,60.60
[20/08/2019 00:00],11527.00,11786.62,12510.31,13890.57,14820.60,11898.22,36.61,36.60,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-232.94,9.26
[21/08/2019 00:00],13299.70,13433.56,13680.53,14211.03,13315.18,15791.45,41.52,41.51,0.48,0.00,0.00,0.00,0.00,0.00,0.00,75.54,83.30
[22/08/2019 00:00],13280.41,13422.15,13789.77,14645.37,14880.90,13460.71,42.03,42.02,0.48,0.00,0.00,0.00,0.00,0.00,0.00,157.60,7.84
[23/08/2019 00:00],12279.68,12393.00,12833.38,13947.08,13391.71,12892.15,29.81,29.81,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-361.30,109.18
[24/08/2019 00:00],12006.96,12036.78,12267.56,13408.48,13247.23,13540.23,39.28,39.27,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-37.58,52.98
[25/08/2019 00:00],9702.01,9797.12,9967.61,10415.13,9422.18,9450.47,31.68,31.67,0.17,0.00,0.00,0.00,0.00,0.00,0.00,-187.10,6.02
[26/08/2019 00:00],8739.93,8767.58,8940.16,9305.22,8822.06,8237.23,42.85,42.84,0.17,0.00,0.00,0.00,0.00,0.00,0.00,130.22,9.84
[27/08/2019 00:00],7206.84,7326.93,7390.56,7596.78,7399.25,6605.86,56.76,56.75,0.48,0.00,0.00,0.00,0.00,0.00,0.00,412.78,52.92
[28/08/2019 00:00],10137.22,10201.81,10224.07,9776.47,9436.19,8810.21,32.71,32.71,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-36.42,0.18
[29/08/2019 00:00],14807.34,14813.78,14857.20,14740.78,14699.08,15326.33,24.12,24.13,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-221.16,0.00
[30/08/2019 00:00],15755.53,15752.56,15763.12,15782.67,16551.60,17234.80,25.24,25.25,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-42.14,56.30
[31/08/2019 00:00],16446.62,16557.34,16952.44,18126.42,18179.15,17593.71,17.49,17.49,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-795.02,42.10
[01/09/2019 00:00],15784.68,15935.24,16296.85,17569.57,17069.95,15395.73,29.75,29.76,0.18,0.00,0.00,0.00,0.00,0.00,0.00,-510.64,9.18
[02/09/2019 00:00],14060.98,14295.03,14668.91,15071.87,14670.11,15395.81,13.90,13.90,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-547.68,0.00
[03/09/2019 00:00],12966.00,12778.27,12599.35,13581.76,13454.44,14868.50,30.38,30.39,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-1.84,10.68
[04/09/2019 00:00],16178.47,16256.64,16346.53,16050.51,16419.53,17453.50,35.20,35.20,0.48,0.00,0.00,0.00,0.00,0.00,0.00,340.68,0.00
[05/09/2019 00:00],14152.14,14411.47,14881.99,15971.26,15580.07,14454.50,26.23,26.23,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-215.62,15.18
[06/09/2019 00:00],15035.69,15265.60,15662.01,16137.29,17026.43,16618.63,23.96,23.96,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-318.32,64.46
[07/09/2019 00:00],13052.30,13195.89,13409.33,14334.27,13956.07,14299.32,27.68,27.68,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-319.50,39.18
[08/09/2019 00:00],13500.01,13582.49,13866.63,14399.64,13767.12,12439.19,36.35,36.35,0.18,0.00,0.00,0.00,0.00,0.00,0.00,42.62,0.00
[09/09/2019 00:00],9133.89,9236.22,9297.55,9176.41,9271.34,8556.73,24.58,24.59,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-226.66,7.60
[10/09/2019 00:00],10360.51,10475.77,10881.81,11283.51,10287.54,10812.41,26.45,26.45,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-358.98,8.68
[11/09/2019 00:00],15237.60,15419.72,15843.68,16885.11,17445.81,16815.17,15.75,15.75,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-266.54,15.50
[12/09/2019 00:00],12696.67,12726.67,12753.83,13132.43,13302.96,14395.57,34.08,34.08,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-118.16,7.60
[13/09/2019 00:00],11210.37,11278.87,11523.08,12586.35,11494.69,12374.43,33.19,33.19,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-63.48,8.96
[14/09/2019 00:00],14267.55,14197.44,14324.42,14929.13,14542.03,15265.95,41.50,41.50,0.48,0.00,0.00,0.00,0.00,0.00,0.00,18.70,0.00
[15/09/2019 00:00],12881.48,12961.86,13287.78,14484.88,14505.69,11680.17,31.04,31.04,0.18,0.00,0.00,0.00,0.00,0.00,0.00,-177.22,20.60
[16/09/2019 00:00],8881.99,9098.29,9377.64,9520.07,9615.53,9624.63,35.61,35.61,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-72.70,44.68
[17/09/2019 00:00],9982.69,9996.44,10117.75,10694.18,9854.15,9391.20,29.66,29.66,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-266.24,0.00
[18/09/2019 00:00],8146.32,8239.61,8239.09,8860.06,8290.38,8320.80,41.70,41.70,0.48,0.00,0.01,0.00,0.00,0.00,0.00,27.22,22.88
[19/09/2019 00:00],7476.79,7452.30,7405.14,7379.80,6946.57,6582.62,30.51,30.51,0.48,0.00,0.09,0.00,0.00,0.00,0.00,-235.80,0.00
[20/09/2019 00:00],12450.55,12608.89,13194.54,13659.21,12343.68,13336.03,28.52,28.52,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-349.94,0.00
[21/09/2019 00:00],15581.07,15794.74,16491.96,17750.71,18665.93,18562.93,33.90,33.90,0.48,0.00,0.00,0.00,0.00,0.00,0.00,199.98,0.00
[22/09/2019 00:00],12690.78,12778.08,12961.51,13723.68,13699.10,13488.22,45.17,45.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,352.14,6.22
[23/09/2019 00:00],11491.20,11615.90,11722.91,11669.28,11611.06,13784.28,40.88,40.89,0.44,0.00,0.00,0.00,0.00,0.00,0.00,30.52,0.00
[24/09/2019 00:00],11510.81,11696.73,12041.04,12915.63,13244.20,13661.51,44.51,44.52,0.44,0.00,0.00,0.00,0.00,0.00,0.00,249.70,0.00
[25/09/2019 00:00],11104.09,11274.01,11568.57,12005.34,11144.02,10797.00,37.86,37.86,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-50.04,0.00
[26/09/2019 00:00],14480.18,14454.90,14620.48,15274.13,15429.24,15492.41,30.37,30.37,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-230.50,0.00
[27/09/2019 00:00],12547.50,12613.44,12879.87,13433.97,14427.73,21627.74,33.48,33.49,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-312.54,16.02
[28/09/2019 00:00],14388.28,14419.90,14803.55,15687.07,14677.35,10942.80,28.61,28.62,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-84.58,0.00
[29/09/2019 00:00],14244.09,14313.87,14570.60,15453.55,14300.64,12686.90,39.58,39.59,0.22,0.00,0.00,0.00,0.00,0.00,0.00,193.78,0.00
[30/09/2019 00:00],11057.47,11130.64,11338.13,11889.81,11113.62,10242.87,32.16,32.17,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-219.36,0.00
[01/10/2019 00:00],14232.21,14457.67,14733.74,14860.83,15127.70,15322.73,42.67,42.67,0.44,0.00,0.00,0.00,0.00,0.00,0.00,176.02,0.00
[02/10/2019 00:00],12925.69,13114.42,13455.81,14120.96,13954.23,13373.76,32.10,32.11,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-157.40,1.30
[03/10/2019 00:00],12352.96,12512.51,12657.84,12450.23,11556.30,12837.61,41.73,41.74,0.44,0.00,0.00,0.00,0.00,0.00,0.00,230.96,17.06
[04/10/2019 00:00],11961.06,12301.48,12807.01,13805.27,14086.26,13705.65,52.75,52.75,0.44,0.00,0.00,0.00,0.00,0.00,0.00,402.54,6.84
[05/10/2019 00:00],13732.58,13862.58,14487.59,15576.45,14736.94,14706.05,42.75,42.76,0.44,0.00,0.00,0.00,0.00,0.00,0.00,118.08,2.88
[06/10/2019 00:00],15977.72,16072.84,16464.08,17510.52,18049.67,16130.90,25.91,25.92,0.22,0.00,0.00,0.00,0.00,0.00,0.00,-497.52,34.88
[07/10/2019 00:00],12896.83,13120.40,13350.45,13337.19,13720.37,14657.36,37.90,37.90,0.44,0.00,0.00,0.00,0.00,0.00,0.00,163.60,8.88
[08/10/2019 00:00],16316.58,16335.50,16416.49,16518.56,17554.18,18865.95,31.09,31.09,0.44,0.00,0.00,0.00,0.00,0.00,0.00,5.66,0.00
[09/10/2019 00:00],16896.56,16979.29,17019.03,17165.13,18385.90,18670.98,29.53,29.53,0.44,0.00,0.00,0.00,0.00,0.00,0.00,54.06,0.00
[10/10/2019 00:00],16145.28,16343.79,16511.95,16380.44,17085.56,17476.09,33.99,33.99,0.44,0.00,0.00,0.00,0.00,0.00,0.00,335.12,2.92
[11/10/2019 00:00],16384.28,16434.53,16674.87,17023.18,18282.79,17743.10,30.28,30.28,0.44,0.00,0.00,0.00,0.00,0.00,0.00,18.32,0.18
[12/10/2019 00:00],12947.56,13045.70,13288.30,13790.96,12665.35,12931.59,35.10,35.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-2.74,31.96
[13/10/2019 00:00],12076.72,12149.74,12310.54,12857.82,12021.35,10581.73,42.25,42.25,0.22,0.00,0.00,0.00,0.00,0.00,0.00,235.92,43.02
[14/10/2019 00:00],9174.65,9347.41,9580.60,9906.64,8640.05,9213.11,53.15,53.15,0.44,0.00,0.00,0.00,0.00,0.00,0.00,308.04,38.56
[15/10/2019 00:00],8877.74,8949.36,8984.58,9207.07,8905.48,10982.82,44.66,44.66,0.44,0.00,0.00,0.00,0.00,0.00,0.00,107.74,77.88
[16/10/2019 00:00],13130.87,13362.81,14004.82,15001.85,12639.41,11090.86,51.85,51.85,0.44,0.00,0.00,0.00,0.00,0.00,0.00,430.22,6.50
[17/10/2019 00:00],10893.66,11046.47,11375.36,11710.95,11629.86,13115.01,46.06,46.06,0.44,0.00,0.00,0.00,0.00,0.00,0.00,413.40,0.00
[18/10/2019 00:00],12931.68,12997.57,13264.23,14414.18,13832.90,14631.29,38.48,38.48,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-35.56,17.88
[19/10/2019 00:00],15794.17,16047.70,16665.43,17655.57,15727.98,15144.49,23.02,23.02,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-383.16,73.60
[20/10/2019 00:00],17762.24,17898.08,18405.44,18794.80,18152.02,16786.12,30.97,30.97,0.22,0.00,0.00,0.00,0.00,0.00,0.00,-128.94,54.14
[21/10/2019 00:00],11923.33,12264.91,12633.99,13298.85,12606.05,12464.66,32.83,32.83,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-140.26,24.64
[22/10/2019 00:00],13423.49,13592.07,13777.42,13669.10,14245.65,14944.82,29.91,29.91,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-110.66,6.26
[23/10/2019 00:00],13886.69,14114.67,14117.51,13871.64,14564.88,15923.28,39.96,39.96,0.44,0.00,0.00,0.00,0.00,0.00,0.00,230.18,7.84
[24/10/2019 00:00],12498.58,12733.99,13067.04,12974.11,12942.64,13370.84,45.81,45.81,0.44,0.00,0.00,0.00,0.00,0.00,0.00,262.30,0.00
[25/10/2019 00:00],14095.34,14352.40,14677.07,15153.07,16694.49,23885.75,42.96,42.96,0.44,0.00,0.00,0.00,0.00,0.00,0.00,387.94,0.00
[26/10/2019 00:00],15702.81,15915.53,16224.43,17334.65,17521.98,17074.76,36.34,36.34,0.44,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.00
[27/10/2019 00:00],22487.95,22825.43,23249.61,25104.20,24085.97,25506.14,-39.97,-39.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1463.38,0.00
[28/10/2019 00:00],10078.44,10075.29,10023.11,10082.10,10198.06,9817.34,33.90,33.90,0.48,0.00,0.01,0.00,0.00,0.00,0.00,-87.52,0.00
[29/10/2019 00:00],10540.98,10760.18,10865.88,11073.12,10935.23,11058.28,29.51,29.51,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-299.14,0.00
[30/10/2019 00:00],11229.52,11370.39,11379.89,11232.37,12049.14,12746.51,32.18,32.18,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-199.98,0.00
[31/10/2019 00:00],12326.67,12491.95,12607.52,12678.54,13192.07,12277.08,27.64,27.64,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-118.52,0.00
[01/11/2019 00:00],13394.27,13651.48,13936.30,14308.84,14190.87,13295.50,36.48,36.48,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-67.60,0.00
[02/11/2019 00:00],15999.48,16272.03,16777.19,17488.11,17833.06,18667.44,36.97,36.97,0.48,0.00,0.00,0.00,0.00,0.00,0.00,158.04,0.00
[03/11/2019 00:00],13689.55,13937.27,14475.88,15155.94,15189.71,14818.59,40.29,40.29,0.28,0.00,0.00,0.00,0.00,0.00,0.00,160.80,22.96
[04/11/2019 00:00],13220.86,13347.27,13484.50,13677.85,12241.25,13633.02,31.10,31.10,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-170.92,0.00
[05/11/2019 00:00],12989.29,13133.00,13291.32,13648.49,13666.90,13755.31,33.68,33.68,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-213.84,0.00
[06/11/2019 00:00],9589.69,9787.04,9986.24,10062.23,9677.81,10099.52,54.19,54.19,0.48,0.00,0.02,0.00,0.00,0.00,0.00,82.30,34.42
[07/11/2019 00:00],15457.35,15475.32,15424.04,15367.24,15394.92,14721.69,30.60,30.60,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-303.68,0.00
[08/11/2019 00:00],11720.14,11932.34,12208.33,12443.77,10865.06,10773.23,39.93,39.93,0.48,0.00,0.04,0.00,0.00,0.00,0.00,-48.10,3.30
[09/11/2019 00:00],13268.86,13473.33,13794.86,14468.20,12982.33,11042.08,39.90,39.90,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-64.44,0.00
[10/11/2019 00:00],12441.86,12577.17,12761.92,12437.54,11528.14,10860.71,27.77,27.77,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-259.44,0.00
[11/11/2019 00:00],15257.66,15327.97,15641.61,15835.08,15835.93,16291.06,38.30,38.30,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-14.52,0.00
[12/11/2019 00:00],15563.05,15736.87,16030.31,16485.01,15758.98,15402.83,46.00,46.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,303.94,19.14
[13/11/2019 00:00],11210.01,11447.30,11698.86,11844.57,11125.08,10833.62,42.04,42.04,0.48,0.00,0.04,0.00,0.00,0.00,0.00,28.94,73.00
[14/11/2019 00:00],14252.77,14506.47,14620.14,14352.14,13940.95,15287.63,47.20,47.20,0.48,0.00,0.00,0.00,0.00,0.00,0.00,340.16,0.00
[15/11/2019 00:00],13269.69,13478.52,13670.24,14232.94,14199.08,14341.25,44.57,44.57,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-16.48,0.00
[16/11/2019 00:00],11168.90,11348.80,11448.46,11486.17,11354.70,9848.91,55.15,55.15,0.48,0.00,0.00,0.00,0.00,0.00,0.00,150.72,0.00
